維修時間,維修單號,送修機台序號,業者,車號,維修人員,送修原因,維修結果,燒機測試LOG,更換料件項目,備註
2021/12/1,P20211130001,BVCIB1210098,嘉義客運,,張育淮,熱機後會出現找不到CF卡及讀卡機,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210098_20211201144938.csv,,
2021/12/1,P20211130001,BVCIB1210061,嘉義客運,,張育淮,找不到讀卡機，裡面有資料尚未登出,讀卡機線斷裂,BV2-Stress_BVCIB1210061_20211201144938.csv,,
2021/12/2,P20211202002,BVKAM2021102803,葛瑪蘭客運,,張育淮,挑卡、時間錯亂,RTC異常，更換SOM板,BV2-Stress_BVKAM2021102803_20211206133504.csv,,
2021/12/2,P20211202002,BVKAM1440001,葛瑪蘭客運,,張育淮,無法刷代幣卡,"1.卡槽接觸不良，清潔後正常
2.更換RTC電池",BV2-Stress_BVKAM1440001_20211206133516.csv,,
2021/12/2,P20211202002,BVKAM2021102801,葛瑪蘭客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVKAM2021102801_20211206133741.csv,,
2021/12/2,P20211202002,BVKAM1440030,葛瑪蘭客運,,張育淮,螢幕反白,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVKAM1440030_20211206133756.csv,,
2021/12/2,P20211202002,BVKAM2021102805,葛瑪蘭客運,,張育淮,記憶電池電量不足,更換RTC電池,BV2-Stress_BVKAM2021102805_20211206133822.csv,,
2021/12/2,P20211202002,BVKAM1440007,葛瑪蘭客運,,張育淮,GPS定位、營收傳輸時好時壞,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVKAM1440007_20211206133559.csv,,
2021/12/2,P20211202002,BVKAM1440014,葛瑪蘭客運,,張育淮,無法定位、上傳營收,送修原因測試無異常,BV2-Stress_BVKAM1440014_20211206133523.csv,,
2021/12/2,P20211202002,DCKAM1440022,葛瑪蘭客運,,張育淮,(業者未寫),螢幕異常，更換LCM,BV2-Stress_BVKAM2021102803_20211206133504.csv,,與BVKAM2021102803配對燒機
2021/12/9,P20211207003,BVORB2021020301,亞通客運,,張育淮,使用一陣子找不到讀卡機,送修原因測試無異常,BV2-Stress_BVORB2021020301_20211214085203.csv,,
2021/12/9,P20211207003,BVORB11A0022,亞通客運,,張育淮,一卡通刷一刷當機,"1.送修原因測試無異常
2.螢幕異常，更換LCM
3.RJ45異常，更換網路變壓器
4.更換BV上蓋",BV2-Stress_BVORB11A0022_20211214085231.csv,,
2021/12/9,P20211207003,DCORB11A0010,亞通客運,,張育淮,螢幕淡化,"1.更換DC上蓋
2.更換鍵盤貼紙
3.螢幕異常，更換LCM",BV2-Stress_BVORB2021020301_20211214085203.csv,,與BVORB2021020301配對燒機
2021/12/9,P20211207003,DCORB2021120701,亞通客運,,張育淮,"按鍵失效""9""NG","1.更換DC上蓋
2.更換鍵盤貼紙",BV2-Stress_BVORB11A0022_20211214085231.csv,,與BVORB11A0022配對燒機
2021/12/9,P20211207004,BVMLB11A0075,苗栗客運,,張育淮,無語音、啞巴機,放大器接觸不良，調整後即正常,BV2-Stress_BVMLB11A0075_20211210133406.csv,,
2021/12/9,P20211207004,BVMLB11A0063,苗栗客運,,張育淮,無法傳輸、無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0063_20211210133431.csv,,
2021/12/9,P20211207004,BVMLB11A0039,苗栗客運,,張育淮,螢幕過暗,螢幕異常，更換LCM,BV2-Stress_BVMLB11A0039_20211210133451.csv,,
2021/12/9,P20211207004,BVMLB11A0077,苗栗客運,,張育淮,定位時好時壞,送修原因測試無異常,BV2-Stress_BVMLB11A0077_20211210133513.csv,,
2021/12/9,P20211207004,BVMLB11A0085,苗栗客運,,張育淮,愛心卡敬老卡無法交易,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0085_20211210133532.csv,,
2021/12/9,P20211207004,BVMLB11A0115,苗栗客運,,張育淮,無法開機,送修原因測試無異常,BV2-Stress_BVMLB11A0115_20211210133649.csv,,
2021/12/9,P20211207004,BVMLB11A0128,苗栗客運,,張育淮,GPS閉鎖,"1.送修原因測試無異常
2.BV上蓋鎖點斷，更換上蓋",BV2-Stress_BVMLB11A0128_20211210133725.csv,,
2021/12/9,P20211207004,BVMLB11A0059,苗栗客運,,張育淮,定位時好時壞,"1.送修原因測試無異常
2.螢幕異常，更換LCM",BV2-Stress_BVMLB11A0059_20211210133757.csv,,
2021/12/9,P20211207004,BVMLB11A0108,苗栗客運,,張育淮,一卡通不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0108_20211210133842.csv,,
2021/12/9,P20211207004,BVMLB11A0013,苗栗客運,,張育淮,有時好有時壞，幾乎不能刷,顯示異常，更換LCM,BV2-Stress_BVMLB11A0013_20211210133853.csv,,
2021/12/9,P20211207004,DCMLB11A0129,苗栗客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0075_20211210133406.csv,,與BVMLB11A0075配對燒機
2021/12/9,P20211207004,DCMLB11A0082,苗栗客運,,張育淮,無法定位,GPS內天線斷裂,BV2-Stress_BVMLB11A0039_20211210133451.csv,,與BVMLB11A0039配對燒機
2021/12/9,P20211207004,DCMLB11A0121,苗栗客運,,張育淮,無法傳輸、無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0063_20211210133431.csv,,與BVMLB11A0063配對燒機
2021/12/9,P20211207005,DCHCB11B0311,新竹客運-竹東,,張育淮,按鍵故障,更換DC上蓋,BV2-Stress_BVMLB11A0077_20211210133513.csv,,與BVMLB11A0077配對燒機
2021/12/9,P20211207005,DCHCB11B0306 ,新竹客運-竹東,,張育淮,字幕不清楚、不能傳輸,DC主板無電源，更換電源IC,BV2-Stress_BVMLB11A0085_20211210133532.csv,,與BVMLB11A0085配對燒機
2021/12/9,P20211207006,DCHCB11B0269,新竹客運-關西,,張育淮,不會傳輸,更換WiFi模組,BV2-Stress_BVMLB11A0115_20211210133649.csv,,與BVMLB11A0115配對燒機
2021/12/9,P20211207006,DCHCB11B0256,新竹客運-關西,,張育淮,不會傳輸,"1.送修原因測試無異常
2.更換面板貼紙",BV2-Stress_BVMLB11A0128_20211210133725.csv,,與BVMLB11A0128配對燒機
2021/12/9,P20211207007,BVHCB11B0255,新竹客運-中壢,,張育淮,找不到CF卡,CF卡故障，更換新卡,BV2-Stress_BVHCB11B0255_20211214085522.csv,,
2021/12/9,P20211207007,BVHCB11B0019,新竹客運-中壢,,張育淮,螢幕蓋脫落,重新黏貼螢幕蓋,BV2-Stress_BVHCB11B0019_20211214085754.csv,,
2021/12/9,P20211207007,BVHCB12A0008,新竹客運-中壢,,張育淮,無法連線,送修原因測試無異常,BV2-Stress_BVHCB12A0008_20211214085850.csv,,
2021/12/9,P20211207007,DCHCB14B0014,新竹客運-中壢,,張育淮,無法傳輸,"1.更換WiFi模組
2.更換WiFi內天線
3.更換WiFi連接線",BV2-Stress_BVMLB11A0059_20211210133757.csv,,與BVMLB11A0059配對燒機
2021/12/9,P20211207007,DCHCB2021120701,新竹客運-中壢,,張育淮,(業者未寫),WiFi內天線鬆脫,BV2-Stress_BVMLB11A0108_20211210133842.csv,,與BVMLB11A0108配對燒機
2021/12/9,P20211207007,DCHCB11B0209,新竹客運-中壢,,張育淮,螢幕很暗,"1.WiFi內天線鬆脫
2.螢幕異常，更換LCM
3.更換DC背蓋",BV2-Stress_BVMLB11A0013_20211210133853.csv,,與BVMLB11A0013配對燒機
2021/12/9,P20211207007,DCHCB11B0161,新竹客運-中壢,,張育淮,無法定位,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVHCB11B0255_20211214085522.csv,,與BVHCB11B0255配對燒機
2021/12/9,P20211207007,DCHCB11B0253,新竹客運-中壢,,張育淮,無法傳資料,送修原因測試無異常,BV2-Stress_BVHCB11B0019_20211214085754.csv,,與BVHCB11B0019配對燒機
2021/12/9,P20211207007,DCHCB11B0131,新竹客運-中壢,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB12A0008_20211214085850.csv,,與BVHCB12A0008配對燒機
2021/12/9,P20211208001,BVHCB11B0080,新竹客運-苗栗保養場,,張育淮,CF卡故障,"1.CF卡故障，更換新卡
2.SOM板RTC晶體掉落，重新焊接",BV2-Stress_BVHCB11B0080_20211214084953.csv,,
2021/12/9,P20211208001,BVHCB11B0041,新竹客運-苗栗保養場,,張育淮,卡片感應不良,送修原因測試無異常,BV2-Stress_BVHCB11B0041_20211214085423.csv,,
2021/12/9,P20211208001,BVHCB11B0010,新竹客運-苗栗保養場,,張育淮,定位及傳輸不良,送修原因測試無異常,BV2-Stress_BVHCB11B0010_20211214085651.csv,,
2021/12/9,P20211208001,BVHCB11B0140,新竹客運-苗栗保養場,,張育淮,卡片感應不良,"1.送修原因測試無異常
2.語音異常，更換喇叭",BV2-Stress_BVHCB11B0140_20211214090137.csv,,
2021/12/9,P20211208001,BVHCB11B0096,新竹客運-苗栗保養場,,張育淮,無法開機,送修原因測試無異常,BV2-Stress_BVHCB11B0096_20211214084909.csv,,
2021/12/9,P20211208001,DCHCB11B0034,新竹客運-苗栗保養場,,張育淮,背光太暗,顯示異常，更換LCM,BV2-Stress_BVHCB11B0080_20211214084953.csv,,與BVHCB11B0080配對燒機
2021/12/9,P20211208001,DCHCB14B0023,新竹客運-苗栗保養場,,張育淮,定位及傳輸不良,送修原因測試無異常,BV2-Stress_BVHCB11B0041_20211214085423.csv,,與BVHCB11B0041配對燒機
2021/12/21,P20211207001,BVYSM2020081109,科技之星,,張育淮,SOM板壞掉，裡面有營收,USB混和測試NG，更換SOM板,BV2-Stress_BVYSM2020081109_20211222080716.csv,,
2021/12/21,P20211207001,DCYSM2020081101,科技之星,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVYSM2020081109_20211222080716.csv,,與BVYSM2020081109配對燒機
2021/12/21,P20211214001,BVHCB11B0353,新竹客運-苗栗保養場,,張育淮,不會定位,送修原因測試無異常,BV2-Stress_BVHCB11B0353_20211222080515.csv,,
2021/12/21,P20211214001,BVHCB1340003,新竹客運-苗栗保養場,,張育淮,定位異常,送修原因測試無異常,BV2-Stress_BVHCB1340003_20211222081448.csv,,
2021/12/21,P20211215001,BVKAM1440015,葛瑪蘭客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVKAM1440015_20211222080636.csv,,
2021/12/21,P20211215001,DCKAM1440029,葛瑪蘭客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVKAM1440015_20211222080636.csv,,與BVKAM1440015配對燒機
2021/12/21,P20211215002,BVHCB20190422,新竹客運-牛埔,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB20190422_20211222081219.csv,,
2021/12/21,P20211215002,BVHCB14B0022,新竹客運-牛埔,,張育淮,悠遊卡不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB14B0022_20211222080435.csv,,
2021/12/21,P20211215002,DCHCB11B0302,新竹客運-牛埔,,張育淮,亮度不足,"1.送修原因測試無異常
2.更換上蓋
3.WiFi模組故障",BV2-Stress_BVHCB11B0353_20211222080515.csv,,與BVHCB11B0353配對燒機
2021/12/21,P20211215003,BVHCB11B0081,新竹客運-楊梅,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0081_20211222080935.csv,,
2021/12/21,P20211215003,BVHCB11B0043,新竹客運-楊梅,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0043_20211222081253.csv,,
2021/12/21,P20211215003,DCHCB11B0199,新竹客運-楊梅,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB1340003_20211222081448.csv,,與BVHCB1340003配對燒機
2021/12/21,P20211215004,BVHCB11B0200,新竹客運-中壢,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVHCB11B0200_20211222080426.csv,,
2021/12/23,P20211222002,BVHCB11B0248,新竹客運-牛埔,,張育淮,刷卡異常,送修原因測試無異常,BV2-Stress_BVHCB11B0248_20211224134940.csv,,RJ45 NG
2021/12/23,P20211222002,BVHCB11B0175,新竹客運-牛埔,,張育淮,嗶一聲.破音.聲音異常,C板語音線路增加濾波電容,BV2-Stress_BVHCB11B0175_20211224134959.csv,,
2021/12/23,P20211222002,BVHCB11B0091,新竹客運-牛埔,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB11B0091_20211224135312.csv,,
2021/12/23,P20211222002,BVHCB14B0025,新竹客運-牛埔,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVHCB14B0025_20211224135343.csv,,
2021/12/23,P20211222002,BVHCB11B0208,新竹客運-牛埔,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVHCB11B0208_20211224135510.csv,,
2021/12/23,P20211222002,BVHCB11B0041,新竹客運-牛埔,,張育淮,時而無法刷卡,調整讀卡機感應度,BV2-Stress_BVHCB11B0041_20211224135606.csv,,
2021/12/23,P20211222002,BVHCB11B0171,新竹客運-牛埔,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB11B0171_20211224135657.csv,,
2021/12/23,P20211222003,BVCHS1680015,捷順-都會南站,,張育淮,無法刷敬老卡,送修原因測試無異常,BV2-Stress_BVCHS1680015_20211228080808.csv,,
2021/12/23,P20211222003,BVCHS1680001,捷順-都會南站,,張育淮,無法刷悠遊卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVCHS1680001_20211228080858.csv,,
2021/12/23,P20211223002,BVORB11A0015,亞通客運,,張育淮,無法刷卡悠遊卡NG,卡機升級成二代卡機,BV2-Stress_BVORB11A0015_20211228080742.csv,,
2021/12/23,P20211223003,BVKAM1440005,葛瑪蘭客運,,張育淮,沒有聲音(刷卡),語音異常，更換C板,BV2-Stress_BVKAM1440005_20211224134715.csv,,
2021/12/23,P20211223004,BVFFC14B0017,汎航通運,,張育淮,(業者未寫),更換RTC電池,BV2-Stress_BVFFC14B0017_20211228080712.csv,,
2021/12/23,P20211223004,BVFFC14B0045,汎航通運,,張育淮,(業者未寫),更換RTC電池,BV2-Stress_BVFFC14B0045_20211224134654.csv,,
2021/12/23,P20211223004,DCFFC14B0007,汎航通運,,張育淮,(業者未寫),WiFi異常，更換WiFi模組,BV2-Stress_BVFFC14B0017_20211228080712.csv,,與BVFFC14B0017配對燒機
2021/12/30,P20211224001,BVCIB1210109,嘉義客運,,張育淮,無法傳輸(數字跳很快),"1.送修原因測試無異常
2.更換BV上蓋",BV2-Stress_BVCIB1210109_20220104080622.csv,,
2021/12/30,P20211224001,BVCIB1210066,嘉義客運,,張育淮,有時不感應.BV拔起重插又可以了,送修原因測試無異常,BV2-Stress_BVCIB1210066_20220104080648.csv,,
2021/12/30,P20211224001,BVCIB1210158,嘉義客運,,張育淮,悠遊卡無法過卡,"1卡機KEYLOSS，更換卡機
2.更換BV上蓋
3.更換RTC電池",BV2-Stress_BVCIB1210158_20220104080717.csv,,
2021/12/30,P20211224001,BVCIB1210015,嘉義客運,,張育淮,網卡連線測試.主機未連線,與DC信號異常，更換C板,BV2-Stress_BVCIB1210015_20220104080735.csv,,
2021/12/30,P20211224001,DCCIB1210072,嘉義客運,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVCIB1210109_20220104080622.csv,,與BVCIB1210109配對燒機
2021/12/30,P20211224001,DCCIB1210069,嘉義客運,,張育淮,太暗,顯示異常，更換LCM,BV2-Stress_BVCIB1210066_20220104080648.csv,,與BVCIB1210066配對燒機
2021/12/30,P20211224001,DCCIB1210017,嘉義客運,,張育淮,(業者未寫),"1.機殼損壞，更換DC上蓋
2.機殼損壞，更換DC下蓋
3.更換DC_USB板",BV2-Stress_BVCIB1210158_20220104080717.csv,,與BVCIB1210158配對燒機
2021/12/30,P20211224001,DCCIB1210114,嘉義客運,,張育淮,按鍵故障,"1.按鍵異常，更換DC上蓋
2.更換鍵盤貼紙",BV2-Stress_BVCIB1210015_20220104080735.csv,,與BVCIB1210015配對燒機
2021/12/30,P20211228001,BVHCB11B0158,新竹客運-牛埔,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB11B0158_20220104080922.csv,,RJ45
2021/12/30,P20211228001,BVHCB11B0227,新竹客運-牛埔,,張育淮,悠遊卡配對失敗,卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB11B0227_20220104081340.csv,,
2021/12/30,P20211228001,DCHCB11B0226,新竹客運-牛埔,,張育淮,無法定位會閉鎖,送修原因測試無異常,BV2-Stress_BVHCB11B0158_20220104080922.csv,,與BVHCB11B0158配對燒機
2021/12/30,P20211230001,BVHCB11B0164,新竹客運-中壢,,張育淮,無法開機,送修原因測試無異常,BV2-Stress_BVHCB11B0164_20220104081308.csv,,
2021/12/30,P20211230001,BVHCB12A0009,新竹客運-中壢,,張育淮,無法定位,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVHCB12A0009_20220104081211.csv,,
2021/12/30,P20211230001,BVHCB11B0211,新竹客運-中壢,,張育淮,無法刷卡,調整讀卡機感應度,BV2-Stress_BVHCB11B0211_20220104081137.csv,,
2021/12/30,P20211230001,BVHCB11B0011,新竹客運-中壢,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0011_20220104080751.csv,,
2021/12/30,P20211230001,DCHCB13A0007,新竹客運-中壢,,張育淮,無法傳輸,"1.更換WiFi板
2.按鍵異常，更換DC上蓋",BV2-Stress_BVHCB11B0227_20220104081340.csv,,與BVHCB11B0227配對燒機
2021/12/30,P20211230002,BVORB1350033,亞通客運,,張育淮,刷卡異常.悠遊卡NG,卡機KEYLOSS，更換卡機,BV2-Stress_BVORB1350033_20220104081646.csv,,
2021/12/30,P20211230002,DCORB2021123001,亞通客運,,張育淮,螢幕淡化,顯示異常，更換LCM,BV2-Stress_BVORB1350033_20220104081646.csv,,與BVORB1350033配對燒機
2022/1/10,P20220106002,DCCHS2022010601,雲林客運,,張育淮,(業者未寫),"更換WiFi模組
更換WiFi內天線
更換WiFi連接線",,,與BVCIB1210073配對燒機
2022/1/10,P20220106002,DCCHS2022010602,雲林客運,,張育淮,顯示找不到讀卡機無法刷卡,送修原因測試無異常,BV2-Stress_BVCIB1210006_20220112091343.csv,,與BVCIB1210006配對燒機
2022/1/10,P20220106003,BVCIB1210073,嘉義客運,,張育淮,找不到CF卡,SOM板未裝好,,,
2022/1/10,P20220106003,BVCIB1210006,嘉義客運,,張育淮,螺絲掉了(不見了),補'螺絲鎖好,BV2-Stress_BVCIB1210006_20220112091343.csv,,RJ45
2022/1/10,P20220106003,BVCIB1210094,嘉義客運,,張育淮,找不到CF卡,SOM板未裝好,BV2-Stress_BVCIB1210094_20220112091411.csv,,
2022/1/10,P20220106003,BVCIB1210084,嘉義客運,,張育淮,無字幕,顯示異常，更換LCM,BV2-Stress_BVCIB1210084_20220112091644.csv,,
2022/1/10,P20220106003,BVCIB1210135,嘉義客運,,張育淮,無法登出(數字跳很快),送修原因測試無異常,,,
2022/1/10,P20220106003,BVCIB1210117,嘉義客運,,張育淮,驗票機測試卡住,卡機KEYLOSS，更換卡機,BV2-Stress_BVCIB1210117_20220112092739.csv,,RJ45
2022/1/10,P20220106003,DCCIB1210108,嘉義客運,,張育淮,背光忽明忽暗,顯示異常，更換LCM,BV2-Stress_BVCIB1210094_20220112091411.csv,,與BVCIB1210094配對燒機
2022/1/10,P20220106005,BVCHS16C0028,捷順-桃園站,,張育淮,刷任何卡種都無語音,"1.放大器與機殼之間增加絕緣墊片
2.顯示異常，更換LCM",BV2-Stress_BVCHS16C0028_20220112092702.csv,,
2022/1/10,P20220106006,BVGOB2022010601,金牌客運,,張育淮,故障,送修原因測試無異常,BV2-Stress_BVGOB2022010601_20220114081357.csv,,
2022/1/10,P20220106006,BVGOB2020041401,金牌客運,,張育淮,無法刷卡,送修原因測試無異常,BV2-Stress_BVGOB2020041401_20220114081540.csv,,
2022/1/10,P20220106006,DCGOB20190603,金牌客運,,張育淮,(業者未寫),更換DC背蓋,BV2-Stress_BVGOB2022010601_20220114081357.csv,,與BVGOB2022010601配對燒機
2022/1/10,P20220106006,DCGOB2020012102,金牌客運,,張育淮,待維修,機內螺絲鬆脫,BV2-Stress_BVGOB2020041401_20220114081540.csv,,與BVGOB2020041401配對燒機
2022/1/10,P20220107001,BVKAM2021033102,葛瑪蘭客運,,張育淮,刷一卡通時好時壞,調整讀卡機感應度,BV2-Stress_BVKAM2021033102_20220112092334.csv,,
2022/1/10,P20220107001,BVKAM1440015,葛瑪蘭客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVKAM1440015_20220112092208.csv,,
2022/1/10,P20220107001,BVKAM202110280,葛瑪蘭客運,,張育淮,卡營收,送修原因測試無異常,BV2-Stress_BVKAM202110280_20220112092108.csv,,
2022/1/10,P20220107002,BVMLB11A0095,苗栗客運,,張育淮,螢幕殼掉落,"1.螢幕殼重新黏好
2.卡機KEYLOSS，更換卡機",BV2-Stress_BVMLB11A0095_20220114080422.csv,,RJ45
2022/1/10,P20220107002,BVMLB11A0098,苗栗客運,,張育淮,悠遊卡不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0098_20220114080327.csv,,
2022/1/10,P20220107002,BVMLB11A0076,苗栗客運,,張育淮,無語音.播報異常,"1.送修原因測試無異常
2.更換BV上蓋",BV2-Stress_BVMLB11A0076_20220114080944.csv,,
2022/1/10,P20220107002,BVMLB11A0012,苗栗客運,,張育淮,悠遊卡不能刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0012_20220114080520.csv,,
2022/1/10,P20220107002,BVMLB11A0006,苗栗客運,,張育淮,無法定位.全程手動,送修原因測試無異常,BV2-Stress_BVMLB11A0006_20220114080655.csv,,
2022/1/10,P20220107002,BVMLB11A0081,苗栗客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0081_20220114081052.csv,,
